Causas (lista reducida),Sexo,Tamaño de municipio y capital de residencia,Edad,Total
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Municipio mayor de 100.000 habitantes,De 95 años y más,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,Todas las edades,36.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,Menores de 1 año,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 1 a 4 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 5 a 9 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 10 a 14 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 15 a 19 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 20 a 24 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 25 a 29 años,1.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 30 a 34 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 35 a 39 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 40 a 44 años,1.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 45 a 49 años,1.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 50 a 54 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 55 a 59 años,1.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 60 a 64 años,5.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 65 a 69 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 70 a 74 años,7.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 75 a 79 años,3.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 80 a 84 años,6.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 85 a 89 años,3.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 90 a 94 años,5.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Capital,De 95 años y más,3.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,Todas las edades,1.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,Menores de 1 año,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 1 a 4 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 5 a 9 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 10 a 14 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 15 a 19 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 20 a 24 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 25 a 29 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 30 a 34 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 35 a 39 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 40 a 44 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 45 a 49 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 50 a 54 años,1.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 55 a 59 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 60 a 64 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 65 a 69 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 70 a 74 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 75 a 79 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 80 a 84 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 85 a 89 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 90 a 94 años,0.0
002 Tuberculosis y sus efectos tardíos,Ambos sexos,Extranjeros,De 95 años y más,0.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,Todas las edades,76.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,Menores de 1 año,0.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 1 a 4 años,0.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 5 a 9 años,0.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 10 a 14 años,0.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 15 a 19 años,0.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 20 a 24 años,0.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 25 a 29 años,1.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 30 a 34 años,0.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 35 a 39 años,0.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 40 a 44 años,2.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 45 a 49 años,6.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 50 a 54 años,4.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 55 a 59 años,7.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 60 a 64 años,7.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 65 a 69 años,5.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 70 a 74 años,3.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 75 a 79 años,12.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 80 a 84 años,11.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 85 a 89 años,9.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 90 a 94 años,8.0
002 Tuberculosis y sus efectos tardíos,Hombres,Total,De 95 años y más,1.0
002 Tuberculosis y sus efectos tardíos,Hombres,Municipio menor o igual a 10.000 habitantes,Todas las edades,12.0
002 Tuberculosis y sus efectos tardíos,Hombres,Municipio de 10.001 a  20.000 habitantes,Todas las edades,9.0
002 Tuberculosis y sus efectos tardíos,Hombres,Municipio de 20.001 a  50.000 habitantes,Todas las edades,18.0
002 Tuberculosis y sus efectos tardíos,Hombres,Municipio de 50.001 a 100.000 habitantes,Todas las edades,10.0
002 Tuberculosis y sus efectos tardíos,Hombres,Municipio mayor de 100.000 habitantes,Todas las edades,2.0
002 Tuberculosis y sus efectos tardíos,Hombres,Capital,Todas las edades,24.0
002 Tuberculosis y sus efectos tardíos,Hombres,Extranjeros,Todas las edades,1.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,Todas las edades,32.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,Menores de 1 año,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 1 a 4 años,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 5 a 9 años,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 10 a 14 años,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 15 a 19 años,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 20 a 24 años,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 25 a 29 años,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 30 a 34 años,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 35 a 39 años,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 40 a 44 años,1.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 45 a 49 años,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 50 a 54 años,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 55 a 59 años,1.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 60 a 64 años,1.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 65 a 69 años,0.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 70 a 74 años,6.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 75 a 79 años,2.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 80 a 84 años,6.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 85 a 89 años,4.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 90 a 94 años,8.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Total,De 95 años y más,3.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Municipio menor o igual a 10.000 habitantes,Todas las edades,6.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Municipio de 10.001 a  20.000 habitantes,Todas las edades,4.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Municipio de 20.001 a  50.000 habitantes,Todas las edades,4.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Municipio de 50.001 a 100.000 habitantes,Todas las edades,4.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Municipio mayor de 100.000 habitantes,Todas las edades,2.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Capital,Todas las edades,12.0
002 Tuberculosis y sus efectos tardíos,Mujeres,Extranjeros,Todas las edades,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,Todas las edades,12.0
003 Enfermedad meningocócica,Ambos sexos,Total,Menores de 1 año,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 1 a 4 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 5 a 9 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 10 a 14 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 15 a 19 años,2.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 20 a 24 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 25 a 29 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 30 a 34 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 35 a 39 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 40 a 44 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 45 a 49 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 50 a 54 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 55 a 59 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 60 a 64 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 65 a 69 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 70 a 74 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 75 a 79 años,4.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 80 a 84 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 85 a 89 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 90 a 94 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Total,De 95 años y más,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,Todas las edades,2.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,Menores de 1 año,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 1 a 4 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 5 a 9 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 10 a 14 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 15 a 19 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 20 a 24 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 25 a 29 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 30 a 34 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 35 a 39 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 40 a 44 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 45 a 49 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 50 a 54 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 55 a 59 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 60 a 64 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 65 a 69 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 70 a 74 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 75 a 79 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 80 a 84 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 85 a 89 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 90 a 94 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio menor o igual a 10.000 habitantes,De 95 años y más,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,Todas las edades,5.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,Menores de 1 año,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 1 a 4 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 5 a 9 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 10 a 14 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 15 a 19 años,2.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 20 a 24 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 25 a 29 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 30 a 34 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 35 a 39 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 40 a 44 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 45 a 49 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 50 a 54 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 55 a 59 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 60 a 64 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 65 a 69 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 70 a 74 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 75 a 79 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 80 a 84 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 85 a 89 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 90 a 94 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 10.001 a  20.000 habitantes,De 95 años y más,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,Todas las edades,1.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,Menores de 1 año,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 1 a 4 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 5 a 9 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 10 a 14 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 15 a 19 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 20 a 24 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 25 a 29 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 30 a 34 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 35 a 39 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 40 a 44 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 45 a 49 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 50 a 54 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 55 a 59 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 60 a 64 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 65 a 69 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 70 a 74 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 75 a 79 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 80 a 84 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 85 a 89 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 90 a 94 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 20.001 a  50.000 habitantes,De 95 años y más,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,Todas las edades,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,Menores de 1 año,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 1 a 4 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 5 a 9 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 10 a 14 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 15 a 19 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 20 a 24 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 25 a 29 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 30 a 34 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 35 a 39 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 40 a 44 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 45 a 49 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 50 a 54 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 55 a 59 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 60 a 64 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 65 a 69 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 70 a 74 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 75 a 79 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 80 a 84 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 85 a 89 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 90 a 94 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio de 50.001 a 100.000 habitantes,De 95 años y más,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,Todas las edades,2.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,Menores de 1 año,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 1 a 4 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 5 a 9 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 10 a 14 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 15 a 19 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 20 a 24 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 25 a 29 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 30 a 34 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 35 a 39 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 40 a 44 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 45 a 49 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 50 a 54 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 55 a 59 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 60 a 64 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 65 a 69 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 70 a 74 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 75 a 79 años,2.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 80 a 84 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 85 a 89 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 90 a 94 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Municipio mayor de 100.000 habitantes,De 95 años y más,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,Todas las edades,2.0
003 Enfermedad meningocócica,Ambos sexos,Capital,Menores de 1 año,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 1 a 4 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 5 a 9 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 10 a 14 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 15 a 19 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 20 a 24 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 25 a 29 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 30 a 34 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 35 a 39 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 40 a 44 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 45 a 49 años,1.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 50 a 54 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 55 a 59 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 60 a 64 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 65 a 69 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 70 a 74 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 75 a 79 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 80 a 84 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 85 a 89 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 90 a 94 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Capital,De 95 años y más,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,Todas las edades,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,Menores de 1 año,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 1 a 4 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 5 a 9 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 10 a 14 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 15 a 19 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 20 a 24 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 25 a 29 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 30 a 34 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 35 a 39 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 40 a 44 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 45 a 49 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 50 a 54 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 55 a 59 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 60 a 64 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 65 a 69 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 70 a 74 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 75 a 79 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 80 a 84 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 85 a 89 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 90 a 94 años,0.0
003 Enfermedad meningocócica,Ambos sexos,Extranjeros,De 95 años y más,0.0
003 Enfermedad meningocócica,Hombres,Total,Todas las edades,3.0
003 Enfermedad meningocócica,Hombres,Total,Menores de 1 año,0.0
003 Enfermedad meningocócica,Hombres,Total,De 1 a 4 años,0.0
003 Enfermedad meningocócica,Hombres,Total,De 5 a 9 años,0.0
003 Enfermedad meningocócica,Hombres,Total,De 10 a 14 años,1.0
003 Enfermedad meningocócica,Hombres,Total,De 15 a 19 años,1.0
003 Enfermedad meningocócica,Hombres,Total,De 20 a 24 años,0.0
003 Enfermedad meningocócica,Hombres,Total,De 25 a 29 años,0.0
003 Enfermedad meningocócica,Hombres,Total,De 30 a 34 años,1.0
003 Enfermedad meningocócica,Hombres,Total,De 35 a 39 años,0.0
003 Enfermedad meningocócica,Hombres,Total,De 40 a 44 años,0.0
